-0.020,0.003,0.984,
-0.024,0.004,0.992,
-0.021,0.002,0.985,
-0.023,0.006,0.994,
-0.026,0.002,0.995,
-0.024,0.006,1.000,
-0.026,0.014,1.007,
-0.021,0.011,1.007,
-0.018,0.010,1.002,
-0.014,0.013,0.999,
-0.021,0.005,0.998,
-0.022,0.007,0.998,
-0.026,0.009,0.998,
-0.028,0.006,1.004,
-0.021,0.008,1.009,
-0.017,0.003,1.000,
-0.016,0.006,0.992,
-0.019,0.003,0.997,
-0.015,0.003,0.988,
-0.015,-0.008,0.981,
-0.016,-0.016,0.976,
-0.016,-0.022,0.983,
-0.012,-0.002,0.993,
-0.002,-0.006,0.992,
-0.002,-0.013,0.974,
0.001,-0.029,0.969,
0.000,-0.041,0.980,
-0.013,-0.052,1.003,
-0.020,-0.048,1.017,
-0.037,-0.053,1.021,
-0.037,-0.065,1.010,
-0.039,-0.088,0.985,
-0.036,-0.109,0.973,
-0.030,-0.120,0.967,
-0.023,-0.130,0.970,
-0.012,-0.137,0.969,
-0.003,-0.142,0.953,
0.000,-0.131,0.954,
-0.003,-0.135,0.943,
-0.021,-0.145,0.947,
-0.028,-0.135,0.961,
-0.039,-0.142,0.967,
-0.033,-0.131,0.984,
-0.024,-0.123,0.989,
-0.022,-0.104,0.996,
-0.018,-0.104,0.993,
-0.021,-0.082,1.003,
-0.027,-0.071,0.996,
-0.032,-0.050,1.010,
-0.037,-0.025,1.025,
-0.058,-0.019,1.047,
-0.065,-0.039,1.062,
-0.079,-0.040,1.119,
-0.080,0.016,1.228,
-0.055,0.047,1.207,
-0.030,0.036,1.181,
-0.018,0.054,1.074,
0.016,0.021,0.966,
0.041,-0.011,0.929,
0.024,0.010,1.013,
0.005,0.051,1.081,
0.007,0.074,1.080,
0.009,0.066,1.006,
0.006,0.049,0.934,
0.010,0.033,0.879,
0.020,0.024,0.840,
0.005,0.020,0.833,
0.000,0.019,0.865,
-0.003,0.012,0.888,
-0.002,0.000,0.913,
0.011,-0.001,0.944,
0.009,-0.012,0.979,
0.013,-0.018,0.986,
0.012,-0.028,0.978,
0.012,-0.050,0.968,
0.010,-0.055,0.960,
0.002,-0.047,1.003,
-0.008,-0.035,1.039,
-0.022,-0.014,1.079,
-0.027,0.015,1.111,
-0.020,0.007,1.084,
-0.025,-0.004,1.100,
-0.027,0.029,1.162,
-0.002,0.051,1.126,
0.019,0.057,1.056,
0.015,0.042,1.006,
0.002,0.048,0.985,
-0.027,0.051,1.030,
-0.068,0.070,1.085,
-0.102,0.089,1.092,
-0.096,0.056,1.026,
-0.077,0.039,0.951,
-0.052,0.018,0.865,
-0.024,-0.017,0.805,
-0.007,-0.014,0.810,
0.002,-0.025,0.822,
0.002,-0.026,0.860,
-0.025,-0.030,0.903,
-0.028,-0.030,0.920,
-0.020,-0.020,0.938,
-0.028,-0.025,0.922,
-0.020,-0.042,0.906,
-0.019,-0.046,0.906,
-0.007,-0.033,0.944,
0.006,-0.016,1.010,
0.012,-0.005,1.081,
0.012,-0.015,1.131,
-0.004,-0.030,1.145,
-0.033,-0.033,1.200,
-0.046,-0.006,1.289,
-0.021,0.060,1.285,
0.012,0.062,1.189,
0.014,0.023,1.036,
0.021,-0.014,0.945,
-0.007,-0.016,0.982,
-0.008,-0.003,1.014,
-0.001,0.019,1.033,
0.011,0.029,1.031,
0.012,0.024,0.985,
0.010,0.008,0.915,
0.020,-0.021,0.836,
0.024,-0.043,0.778,
0.021,-0.055,0.785,
0.021,-0.063,0.823,
0.030,-0.056,0.852,
0.029,-0.071,0.885,
0.028,-0.066,0.908,
0.029,-0.073,0.931,
0.021,-0.083,0.941,
0.028,-0.087,0.950,
0.024,-0.088,1.021,
0.009,-0.069,1.077,
-0.010,-0.035,1.100,
-0.004,-0.055,1.099,
-0.008,-0.020,1.165,
-0.006,0.022,1.241,
0.021,0.076,1.198,
0.034,0.051,1.028,
0.021,-0.015,0.921,
-0.035,-0.026,0.966,
-0.105,-0.003,1.071,
-0.133,0.024,1.097,
-0.142,0.003,1.069,
-0.128,-0.008,1.022,
-0.088,-0.001,0.917,
-0.038,-0.014,0.819,
-0.008,-0.028,0.775,
0.016,-0.041,0.791,
0.000,-0.038,0.844,
-0.011,-0.030,0.902,
-0.023,-0.046,0.918,
-0.031,-0.052,0.942,
-0.027,-0.055,0.953,
-0.022,-0.056,0.933,
-0.012,-0.054,0.920,
-0.005,-0.050,0.962,
0.001,-0.044,1.040,
0.012,-0.043,1.094,
0.001,-0.081,1.100,
-0.022,-0.074,1.246,
-0.025,0.013,1.358,
-0.004,0.043,1.343,
-0.006,0.038,1.216,
-0.021,0.007,1.051,
-0.015,-0.035,0.926,
-0.007,-0.034,0.934,
0.000,0.031,1.036,
0.022,0.058,1.050,
0.032,0.068,0.995,
0.023,0.054,0.909,
0.023,0.015,0.820,
0.014,-0.018,0.764,
0.000,-0.030,0.761,
0.008,-0.042,0.776,
0.030,-0.028,0.828,
0.030,-0.030,0.885,
0.047,-0.048,0.895,
0.048,-0.063,0.907,
0.034,-0.070,0.960,
0.056,-0.066,0.978,
0.061,-0.080,1.010,
0.054,-0.084,1.038,
0.049,-0.042,1.094,
0.059,-0.041,1.104,
0.044,-0.057,1.108,
0.010,-0.010,1.210,
-0.011,0.046,1.288,
0.012,0.094,1.210,
0.041,0.062,1.034,
0.049,0.011,0.923,
0.020,0.001,0.931,
-0.037,-0.008,0.999,
-0.073,0.015,1.054,
-0.078,0.021,1.070,
-0.063,0.026,1.041,
-0.030,0.023,0.929,
-0.008,0.007,0.832,
0.013,0.005,0.793,
0.023,-0.014,0.800,
0.023,-0.014,0.825,
0.009,-0.013,0.883,
0.003,-0.026,0.920,
-0.005,-0.020,0.938,
-0.002,-0.030,0.945,
-0.004,-0.043,0.927,
-0.001,-0.043,0.921,
0.020,-0.045,0.936,
0.023,-0.025,1.002,
0.023,-0.024,1.078,
0.015,-0.022,1.129,
0.000,-0.028,1.172,
-0.007,-0.006,1.287,
0.002,0.022,1.325,
0.030,0.043,1.281,
0.063,0.060,1.162,
0.078,0.056,0.995,
0.065,0.011,0.918,
0.031,0.008,0.950,
-0.003,0.031,1.014,
-0.007,0.046,1.044,
-0.014,0.060,1.036,
